Job_Title,Company,City,Experience_Level,Skills_Required,Education_Required,Clean_Skills,Search_Text
UI/UX Designer,Meesho,Mumbai,Mid (3-6 yrs),"Wireframing, CSS, Figma, Prototyping",B.Tech/B.E.,wireframing cs figma prototyping,UI/UX Designer wireframing cs figma prototyping B.Tech/B.E. Mid (3-6 yrs)
Data Engineer,HCL Technologies,Nagpur,Junior (1-3 yrs),"SQL, Kafka, dbt, Airflow, ETL, Python",BCA,sql kafka dbt airflow etl python,Data Engineer sql kafka dbt airflow etl python BCA Junior (1-3 yrs)
iOS Developer,Wipro,Remote,Junior (1-3 yrs),"Xcode, Swift, Core Data, SwiftUI",M.Tech/M.E.,xcode swift core data swiftui,iOS Developer xcode swift core data swiftui M.Tech/M.E. Junior (1-3 yrs)
Business Analyst,Tech Mahindra,Remote,Junior (1-3 yrs),"Power BI, Requirements Gathering, SQL, Agile",B.Tech/B.E.,power bi requirement gathering sql agile,Business Analyst power bi requirement gathering sql agile B.Tech/B.E. Junior (1-3 yrs)
iOS Developer,Wipro,Remote,Junior (1-3 yrs),"Swift, SwiftUI, REST APIs, Firebase, Core Data",B.Tech/B.E.,swift swiftui rest apis firebase core data,iOS Developer swift swiftui rest apis firebase core data B.Tech/B.E. Junior (1-3 yrs)
Frontend Developer,Wipro,Remote,Junior (1-3 yrs),"Tailwind CSS, JavaScript, Next.js, Figma, HTML/CSS",MBA,tailwind cs javascript nextjs figma htmlcss,Frontend Developer tailwind cs javascript nextjs figma htmlcss MBA Junior (1-3 yrs)
Data Scientist,Wipro,Remote,Lead (10+ yrs),"Python, Machine Learning, NLP, Tableau, Statistics",B.Tech/B.E.,python machine learning nlp tableau statistic,Data Scientist python machine learning nlp tableau statistic B.Tech/B.E. Lead (10+ yrs)
Android Developer,Deloitte,Chennai,Mid (3-6 yrs),"Jetpack Compose, Kotlin, Firebase, REST APIs, Android SDK",B.Tech/B.E.,jetpack compose kotlin firebase rest apis android sdk,Android Developer jetpack compose kotlin firebase rest apis android sdk B.Tech/B.E. Mid (3-6 yrs)
Product Manager,Razorpay,Chennai,Junior (1-3 yrs),"Product Strategy, JIRA, Roadmapping, Agile",MBA,product strategy jira roadmapping agile,Product Manager product strategy jira roadmapping agile MBA Junior (1-3 yrs)
Cybersecurity Analyst,Leadsquared,Delhi,Junior (1-3 yrs),"Network Security, SIEM, Penetration Testing, Python, Ethical Hacking",B.Tech/B.E.,network security siem penetration testing python ethical hacking,Cybersecurity Analyst network security siem penetration testing python ethical hacking B.Tech/B.E. Junior (1-3 yrs)
Cloud Engineer,Flipkart,Pune,Mid (3-6 yrs),"Docker, AWS, GCP, Terraform",MCA,docker aws gcp terraform,Cloud Engineer docker aws gcp terraform MCA Mid (3-6 yrs)
Computer Vision Engineer,HCL Technologies,Bangalore,Junior (1-3 yrs),"Deep Learning, YOLO, OpenCV, TensorFlow, Python, PyTorch",B.Tech/B.E.,deep learning yolo opencv tensorflow python pytorch,Computer Vision Engineer deep learning yolo opencv tensorflow python pytorch B.Tech/B.E. Junior (1-3 yrs)
MLOps Engineer,Wipro,Pune,Mid (3-6 yrs),"Docker, MLflow, Kubernetes",MBA,docker mlflow kubernetes,MLOps Engineer docker mlflow kubernetes MBA Mid (3-6 yrs)
Blockchain Developer,Razorpay,Remote,Mid (3-6 yrs),"Solidity, Ethereum, Python, Smart Contracts, Web3.js",B.Tech/B.E.,solidity ethereum python smart contract web j,Blockchain Developer solidity ethereum python smart contract web j B.Tech/B.E. Mid (3-6 yrs)
DevOps Engineer,Cognizant,Nagpur,Mid (3-6 yrs),"Linux, Terraform, Docker, Jenkins, Kubernetes, CI/CD",MCA,linux terraform docker jenkins kubernetes cicd,DevOps Engineer linux terraform docker jenkins kubernetes cicd MCA Mid (3-6 yrs)
React Developer,Leadsquared,Pune,Junior (1-3 yrs),"React, JavaScript, Redux, HTML/CSS, Next.js",B.Sc (CS/IT),react javascript redux htmlcss nextjs,React Developer react javascript redux htmlcss nextjs B.Sc (CS/IT) Junior (1-3 yrs)
Backend Developer,ONGC,Indore,Lead (10+ yrs),"MongoDB, Java, Python, Redis, FastAPI",M.Tech/M.E.,mongodb java python redis fastapi,Backend Developer mongodb java python redis fastapi M.Tech/M.E. Lead (10+ yrs)
DevOps Engineer,TCS,Remote,Lead (10+ yrs),"Docker, CI/CD, AWS, Kubernetes",B.Sc (CS/IT),docker cicd aws kubernetes,DevOps Engineer docker cicd aws kubernetes B.Sc (CS/IT) Lead (10+ yrs)
Technical Lead,Chargebee,Hyderabad,Mid (3-6 yrs),"Code Review, System Design, Team Leadership, Microservices",B.Tech/B.E.,code review system design team leadership microservices,Technical Lead code review system design team leadership microservices B.Tech/B.E. Mid (3-6 yrs)
Software Engineer,BEL,Lucknow,Junior (1-3 yrs),"System Design, Java, Algorithms, C++",B.Sc (CS/IT),system design java algorithm c,Software Engineer system design java algorithm c B.Sc (CS/IT) Junior (1-3 yrs)
Computer Vision Engineer,Tech Mahindra,Remote,Senior (6-10 yrs),"Deep Learning, Python, PyTorch, OpenCV",B.Tech/B.E.,deep learning python pytorch opencv,Computer Vision Engineer deep learning python pytorch opencv B.Tech/B.E. Senior (6-10 yrs)
UI/UX Designer,HCL Technologies,Remote,Mid (3-6 yrs),"Figma, CSS, Adobe XD",M.Tech/M.E.,figma cs adobe xd,UI/UX Designer figma cs adobe xd M.Tech/M.E. Mid (3-6 yrs)
Node.js Developer,Lenskart,Remote,Fresher (0-1 yr),"REST APIs, TypeScript, JavaScript, Node.js",B.Tech/B.E.,rest apis typescript javascript nodejs,Node.js Developer rest apis typescript javascript nodejs B.Tech/B.E. Fresher (0-1 yr)
DevOps Engineer,Hasura,Mumbai,Junior (1-3 yrs),"Jenkins, Docker, Terraform, Ansible, AWS, Kubernetes",MBA,jenkins docker terraform ansible aws kubernetes,DevOps Engineer jenkins docker terraform ansible aws kubernetes MBA Junior (1-3 yrs)
AI Engineer,Leadsquared,Remote,Junior (1-3 yrs),"OpenAI API, RAG, Python, Prompt Engineering, LangChain",B.Tech/B.E.,openai api rag python prompt engineering langchain,AI Engineer openai api rag python prompt engineering langchain B.Tech/B.E. Junior (1-3 yrs)
Data Engineer,Capgemini,Bhubaneswar,Mid (3-6 yrs),"Python, Kafka, Spark, ETL, dbt",B.Tech/B.E.,python kafka spark etl dbt,Data Engineer python kafka spark etl dbt B.Tech/B.E. Mid (3-6 yrs)
Software Engineer,Fi Money,Pune,Junior (1-3 yrs),"Python, Data Structures, Algorithms",B.Tech/B.E.,python data structure algorithm,Software Engineer python data structure algorithm B.Tech/B.E. Junior (1-3 yrs)
Java Developer,Flipkart,Remote,Fresher (0-1 yr),"Hibernate, REST APIs, Java, SQL",M.Tech/M.E.,hibernate rest apis java sql,Java Developer hibernate rest apis java sql M.Tech/M.E. Fresher (0-1 yr)
Power BI Developer,Meesho,Chennai,Mid (3-6 yrs),"ETL, DAX, Azure, Excel",MCA,etl dax azure excel,Power BI Developer etl dax azure excel MCA Mid (3-6 yrs)
Data Scientist,BHEL,Delhi,Junior (1-3 yrs),"NLP, Pandas, Statistics, Machine Learning",M.Tech/M.E.,nlp panda statistic machine learning,Data Scientist nlp panda statistic machine learning M.Tech/M.E. Junior (1-3 yrs)
Python Developer,Wipro,Remote,Fresher (0-1 yr),"Docker, FastAPI, PostgreSQL",M.Tech/M.E.,docker fastapi postgresql,Python Developer docker fastapi postgresql M.Tech/M.E. Fresher (0-1 yr)
React Developer,Oracle,Lucknow,Fresher (0-1 yr),"Redux, HTML/CSS, JavaScript, Next.js, TypeScript, React",M.Tech/M.E.,redux htmlcss javascript nextjs typescript react,React Developer redux htmlcss javascript nextjs typescript react M.Tech/M.E. Fresher (0-1 yr)
Full Stack Developer,Urban Company,Remote,Fresher (0-1 yr),"REST APIs, Node.js, Docker",B.Tech/B.E.,rest apis nodejs docker,Full Stack Developer rest apis nodejs docker B.Tech/B.E. Fresher (0-1 yr)
React Developer,Postman,Remote,Mid (3-6 yrs),"JavaScript, TypeScript, HTML/CSS, Next.js, Redux",MCA,javascript typescript htmlcss nextjs redux,React Developer javascript typescript htmlcss nextjs redux MCA Mid (3-6 yrs)
Cloud Engineer,Infosys,Mumbai,Mid (3-6 yrs),"GCP, Kubernetes, Terraform",M.Tech/M.E.,gcp kubernetes terraform,Cloud Engineer gcp kubernetes terraform M.Tech/M.E. Mid (3-6 yrs)
Java Developer,Khatabook,Bangalore,Mid (3-6 yrs),"Microservices, Hibernate, REST APIs, Maven, Spring Boot, SQL",MCA,microservices hibernate rest apis maven spring boot sql,Java Developer microservices hibernate rest apis maven spring boot sql MCA Mid (3-6 yrs)
React Developer,Amazon,Bangalore,Mid (3-6 yrs),"HTML/CSS, Redux, TypeScript, React",B.Tech/B.E.,htmlcss redux typescript react,React Developer htmlcss redux typescript react B.Tech/B.E. Mid (3-6 yrs)
Java Developer,Zoho,Chennai,Mid (3-6 yrs),"Java, SQL, Microservices, Hibernate, Maven, REST APIs",BCA,java sql microservices hibernate maven rest apis,Java Developer java sql microservices hibernate maven rest apis BCA Mid (3-6 yrs)
Machine Learning Engineer,Google,Remote,Junior (1-3 yrs),"MLOps, Kubernetes, Scikit-learn, PyTorch",M.Tech/M.E.,mlops kubernetes scikitlearn pytorch,Machine Learning Engineer mlops kubernetes scikitlearn pytorch M.Tech/M.E. Junior (1-3 yrs)
Software Engineer,Capgemini,Indore,Mid (3-6 yrs),"Algorithms, Data Structures, Python",M.Tech/M.E.,algorithm data structure python,Software Engineer algorithm data structure python M.Tech/M.E. Mid (3-6 yrs)
Frontend Developer,Leadsquared,Mumbai,Fresher (0-1 yr),"TypeScript, JavaScript, Next.js, Tailwind CSS, HTML/CSS, Figma",BCA,typescript javascript nextjs tailwind cs htmlcss figma,Frontend Developer typescript javascript nextjs tailwind cs htmlcss figma BCA Fresher (0-1 yr)
Software Engineer,Hasura,Remote,Fresher (0-1 yr),"Java, REST APIs, C++, Data Structures, Git, Python",B.Tech/B.E.,java rest apis c data structure git python,Software Engineer java rest apis c data structure git python B.Tech/B.E. Fresher (0-1 yr)
Software Engineer,Cisco,Pune,Junior (1-3 yrs),"Git, REST APIs, System Design, Python, Data Structures",PhD,git rest apis system design python data structure,Software Engineer git rest apis system design python data structure PhD Junior (1-3 yrs)
Data Scientist,ISRO,Bhubaneswar,Fresher (0-1 yr),"Python, TensorFlow, Tableau",M.Tech/M.E.,python tensorflow tableau,Data Scientist python tensorflow tableau M.Tech/M.E. Fresher (0-1 yr)
QA Engineer,Accenture,Chennai,Senior (6-10 yrs),"Manual Testing, Python, Postman, API Testing, JIRA",B.Tech/B.E.,manual testing python postman api testing jira,QA Engineer manual testing python postman api testing jira B.Tech/B.E. Senior (6-10 yrs)
Node.js Developer,Amazon,Remote,Lead (10+ yrs),"REST APIs, MongoDB, TypeScript, Node.js, Express.js",B.Sc (CS/IT),rest apis mongodb typescript nodejs expressjs,Node.js Developer rest apis mongodb typescript nodejs expressjs B.Sc (CS/IT) Lead (10+ yrs)
Data Scientist,Capgemini,Remote,Fresher (0-1 yr),"Machine Learning, SQL, NLP, Pandas, Tableau",M.Tech/M.E.,machine learning sql nlp panda tableau,Data Scientist machine learning sql nlp panda tableau M.Tech/M.E. Fresher (0-1 yr)
DevOps Engineer,Hasura,Pune,Fresher (0-1 yr),"Ansible, AWS, Kubernetes, Terraform, Linux, CI/CD",B.Tech/B.E.,ansible aws kubernetes terraform linux cicd,DevOps Engineer ansible aws kubernetes terraform linux cicd B.Tech/B.E. Fresher (0-1 yr)
Data Scientist,InMobi,Remote,Mid (3-6 yrs),"NLP, Tableau, Python, TensorFlow, Pandas, SQL",M.Tech/M.E.,nlp tableau python tensorflow panda sql,Data Scientist nlp tableau python tensorflow panda sql M.Tech/M.E. Mid (3-6 yrs)
Java Developer,Capgemini,Remote,Mid (3-6 yrs),"Microservices, SQL, Maven, Hibernate",M.Tech/M.E.,microservices sql maven hibernate,Java Developer microservices sql maven hibernate M.Tech/M.E. Mid (3-6 yrs)
Java Developer,Flipkart,Mumbai,Lead (10+ yrs),"REST APIs, Microservices, Java",B.Tech/B.E.,rest apis microservices java,Java Developer rest apis microservices java B.Tech/B.E. Lead (10+ yrs)
Product Manager,Ola,Mumbai,Mid (3-6 yrs),"Product Strategy, Roadmapping, A/B Testing, JIRA, SQL, Agile",B.Sc (CS/IT),product strategy roadmapping ab testing jira sql agile,Product Manager product strategy roadmapping ab testing jira sql agile B.Sc (CS/IT) Mid (3-6 yrs)
Data Scientist,Lenskart,Pune,Mid (3-6 yrs),"Python, Statistics, Tableau, Scikit-learn, SQL, TensorFlow",M.Tech/M.E.,python statistic tableau scikitlearn sql tensorflow,Data Scientist python statistic tableau scikitlearn sql tensorflow M.Tech/M.E. Mid (3-6 yrs)
Full Stack Developer,Microsoft,Pune,Fresher (0-1 yr),"Python, Node.js, AWS, Docker, PostgreSQL",M.Tech/M.E.,python nodejs aws docker postgresql,Full Stack Developer python nodejs aws docker postgresql M.Tech/M.E. Fresher (0-1 yr)
Data Scientist,TCS,Hyderabad,Mid (3-6 yrs),"Scikit-learn, Machine Learning, TensorFlow, Pandas, Deep Learning, Statistics",B.Tech/B.E.,scikitlearn machine learning tensorflow panda deep learning statistic,Data Scientist scikitlearn machine learning tensorflow panda deep learning statistic B.Tech/B.E. Mid (3-6 yrs)
Frontend Developer,Amazon,Pune,Fresher (0-1 yr),"HTML/CSS, Tailwind CSS, Figma, TypeScript, React",BCA,htmlcss tailwind cs figma typescript react,Frontend Developer htmlcss tailwind cs figma typescript react BCA Fresher (0-1 yr)
Android Developer,Accenture,Delhi,Mid (3-6 yrs),"Android SDK, REST APIs, Java, Firebase, Jetpack Compose, Kotlin",B.Com + Certification,android sdk rest apis java firebase jetpack compose kotlin,Android Developer android sdk rest apis java firebase jetpack compose kotlin B.Com + Certification Mid (3-6 yrs)
Technical Lead,InMobi,Remote,Senior (6-10 yrs),"Microservices, System Design, Agile, AWS",M.Tech/M.E.,microservices system design agile aws,Technical Lead microservices system design agile aws M.Tech/M.E. Senior (6-10 yrs)
NLP Engineer,Amazon,Remote,Senior (6-10 yrs),"TensorFlow, LLMs, HuggingFace, Transformers",B.Tech/B.E.,tensorflow llm huggingface transformer,NLP Engineer tensorflow llm huggingface transformer B.Tech/B.E. Senior (6-10 yrs)
Frontend Developer,Urban Company,Remote,Mid (3-6 yrs),"HTML/CSS, JavaScript, TypeScript",B.Sc (CS/IT),htmlcss javascript typescript,Frontend Developer htmlcss javascript typescript B.Sc (CS/IT) Mid (3-6 yrs)
Data Engineer,Postman,Remote,Mid (3-6 yrs),"Python, Spark, SQL, ETL, AWS",BCA,python spark sql etl aws,Data Engineer python spark sql etl aws BCA Mid (3-6 yrs)
Full Stack Developer,Chargebee,Lucknow,Junior (1-3 yrs),"Docker, Node.js, React, AWS",B.Tech/B.E.,docker nodejs react aws,Full Stack Developer docker nodejs react aws B.Tech/B.E. Junior (1-3 yrs)
QA Engineer,Leadsquared,Delhi,Fresher (0-1 yr),"API Testing, Selenium, JIRA, Manual Testing, Python",B.Tech/B.E.,api testing selenium jira manual testing python,QA Engineer api testing selenium jira manual testing python B.Tech/B.E. Fresher (0-1 yr)
iOS Developer,ONGC,Bangalore,Mid (3-6 yrs),"Xcode, Core Data, Swift, SwiftUI, Firebase",BCA,xcode core data swift swiftui firebase,iOS Developer xcode core data swift swiftui firebase BCA Mid (3-6 yrs)
MLOps Engineer,Infosys,Remote,Junior (1-3 yrs),"CI/CD, Airflow, Kubernetes",M.Tech/M.E.,cicd airflow kubernetes,MLOps Engineer cicd airflow kubernetes M.Tech/M.E. Junior (1-3 yrs)
Software Engineer,Meesho,Remote,Senior (6-10 yrs),"Git, C++, Java, Python",M.Tech/M.E.,git c java python,Software Engineer git c java python M.Tech/M.E. Senior (6-10 yrs)
Research Scientist,InMobi,Chennai,Mid (3-6 yrs),"Python, R, Publications, Deep Learning",B.Sc (CS/IT),python r publication deep learning,Research Scientist python r publication deep learning B.Sc (CS/IT) Mid (3-6 yrs)
Full Stack Developer,Chargebee,Bhubaneswar,Mid (3-6 yrs),"MongoDB, Docker, React, Node.js, PostgreSQL, REST APIs",MCA,mongodb docker react nodejs postgresql rest apis,Full Stack Developer mongodb docker react nodejs postgresql rest apis MCA Mid (3-6 yrs)
Engineering Manager,Accenture,Remote,Mid (3-6 yrs),"System Design, OKRs, People Management, Roadmapping, Hiring, Agile",B.Sc (CS/IT),system design okrs people management roadmapping hiring agile,Engineering Manager system design okrs people management roadmapping hiring agile B.Sc (CS/IT) Mid (3-6 yrs)
Python Developer,Dream11,Chennai,Fresher (0-1 yr),"Django, Python, PostgreSQL, AWS, FastAPI",B.Tech/B.E.,django python postgresql aws fastapi,Python Developer django python postgresql aws fastapi B.Tech/B.E. Fresher (0-1 yr)
Node.js Developer,TCS,Kolkata,Mid (3-6 yrs),"REST APIs, Express.js, Node.js",B.Tech/B.E.,rest apis expressjs nodejs,Node.js Developer rest apis expressjs nodejs B.Tech/B.E. Mid (3-6 yrs)
Python Developer,Infosys,Remote,Senior (6-10 yrs),"Docker, PostgreSQL, REST APIs",BCA,docker postgresql rest apis,Python Developer docker postgresql rest apis BCA Senior (6-10 yrs)
Data Engineer,Nykaa,Delhi,Junior (1-3 yrs),"Kafka, SQL, dbt, Airflow, AWS",MCA,kafka sql dbt airflow aws,Data Engineer kafka sql dbt airflow aws MCA Junior (1-3 yrs)
Blockchain Developer,Fi Money,Mumbai,Fresher (0-1 yr),"Smart Contracts, Ethereum, Web3.js",B.Tech/B.E.,smart contract ethereum web j,Blockchain Developer smart contract ethereum web j B.Tech/B.E. Fresher (0-1 yr)
Technical Lead,Khatabook,Remote,Junior (1-3 yrs),"Team Leadership, System Design, Microservices",BCA,team leadership system design microservices,Technical Lead team leadership system design microservices BCA Junior (1-3 yrs)
Frontend Developer,Google,Jaipur,Senior (6-10 yrs),"HTML/CSS, JavaScript, React, Next.js",B.Tech/B.E.,htmlcss javascript react nextjs,Frontend Developer htmlcss javascript react nextjs B.Tech/B.E. Senior (6-10 yrs)
Machine Learning Engineer,Wipro,Mumbai,Mid (3-6 yrs),"TensorFlow, Kubernetes, Docker, Scikit-learn",B.Tech/B.E.,tensorflow kubernetes docker scikitlearn,Machine Learning Engineer tensorflow kubernetes docker scikitlearn B.Tech/B.E. Mid (3-6 yrs)
Cloud Engineer,Capgemini,Remote,Mid (3-6 yrs),"Kubernetes, Docker, Linux, GCP, Terraform, Azure",BCA,kubernetes docker linux gcp terraform azure,Cloud Engineer kubernetes docker linux gcp terraform azure BCA Mid (3-6 yrs)
AI Engineer,Google,Bangalore,Lead (10+ yrs),"Python, Prompt Engineering, Vector DBs, OpenAI API, LangChain",B.Tech/B.E.,python prompt engineering vector db openai api langchain,AI Engineer python prompt engineering vector db openai api langchain B.Tech/B.E. Lead (10+ yrs)
Data Analyst,Amazon,Ahmedabad,Mid (3-6 yrs),"Excel, Python, Tableau, Power BI, Data Visualization, Statistics",B.Tech/B.E.,excel python tableau power bi data visualization statistic,Data Analyst excel python tableau power bi data visualization statistic B.Tech/B.E. Mid (3-6 yrs)
Cloud Engineer,Leadsquared,Pune,Mid (3-6 yrs),"AWS, Azure, Terraform, Docker, Kubernetes, Linux",BCA,aws azure terraform docker kubernetes linux,Cloud Engineer aws azure terraform docker kubernetes linux BCA Mid (3-6 yrs)
Software Engineer,BrowserStack,Delhi,Senior (6-10 yrs),"Git, Java, C++, System Design, Data Structures",BCA,git java c system design data structure,Software Engineer git java c system design data structure BCA Senior (6-10 yrs)
